iter	RMSE
128	95.78076346
129	95.67835494
130	95.56420073
131	95.50703162
132	95.42216689
133	95.33244444
134	95.24306966
135	95.16941943
136	95.12149824
137	95.02846244
138	94.9314894
139	94.86099663
140	94.74871091
141	94.65375901
142	94.58964651
143	94.52435987
144	94.44818952
145	94.38971207
146	94.27157149
147	94.18920939
148	94.10469257
149	94.05240268
150	93.95514288
151	93.88807406
152	93.79763046
153	93.72437905
154	93.63947078
155	93.58263306
156	93.52024307
157	93.45183221
158	93.39241558
159	93.30182905
160	93.2364299
161	93.19829715
162	93.11716502
163	93.06983271
164	92.99963455
165	92.93900239
166	92.87030286
167	92.78231142
168	92.72150372
169	92.64009844
170	92.58654078
171	92.53584467
172	92.45592927
173	92.40000695
174	92.32074104
175	92.28157726
176	92.20759872
177	92.16258682
178	92.09983992
179	92.04753024
180	91.98036628
181	91.94157021
182	91.88102574
183	91.82779612
184	91.77629458
185	91.70360912
186	91.64219945
187	91.57849449
188	91.51021041
189	91.46047973
190	91.40903817
191	91.37504802
192	91.32779734
193	91.27409907
194	91.21615033
195	91.17692358
196	91.11239357
197	91.06138821
198	91.01553083
199	90.94472726
200	90.86445832
201	90.81831262
202	90.77923895
203	90.72969448
204	90.69064202
205	90.63332417
206	90.56376207
207	90.49479178
208	90.45697651
209	90.39263925
210	90.34167938
211	90.29251451
212	90.25309507
213	90.20596576
214	90.1708231
215	90.10630002
216	90.07750287
217	90.03035919
218	89.97585132
219	89.93354974
220	89.87575062
221	89.80664693
222	89.76577372
223	89.71223742
224	89.64690723
225	89.58954291
226	89.52190366
227	89.46036212
228	89.40092472
229	89.3752093
230	89.32465633
231	89.28626722
232	89.25131939
233	89.20239357
234	89.1693934
235	89.13630117
236	89.08987076
237	89.03443167
238	88.99606315
239	88.96759821
240	88.93928655
241	88.90917937
242	88.86122116
243	88.83641764
244	88.80204519
245	88.74489496
246	88.69560794
247	88.65768383
248	88.61493224
249	88.56602993
250	88.51618161
251	88.47002963
252	88.41599878
253	88.35452357
254	88.30932624
255	88.25825139
256	88.22440322
257	88.18004489
258	88.14721678
259	88.09764687
260	88.04716138
261	87.999019
262	87.94432036
263	87.91221132
264	87.87415551
265	87.82006105
266	87.77012847
267	87.73774201
268	87.71417527
269	87.68930274
270	87.64046032
271	87.59380791
272	87.56538303
273	87.53226042
274	87.48515789
275	87.46045519
276	87.41141246
277	87.39042973
278	87.36085354
279	87.32599473
280	87.28755634
281	87.24629789
282	87.21484817
283	87.17123004
284	87.12730429
285	87.07700554
286	87.04322771
287	87.00143951
288	86.96639292
289	86.92330382
290	86.88779667
291	86.86347277
292	86.83477006
293	86.81940561
294	86.79534659
295	86.75681354
296	86.71349611
297	86.6859009
298	86.66410981
299	86.61652496
300	86.58237783
301	86.53817742
302	86.52087273
303	86.46355069
304	86.42530291
305	86.39287328
306	86.35693694
307	86.3236807
308	86.2966535
309	86.25807326
310	86.21830317
311	86.19660451
312	86.1702096
313	86.14682467
314	86.10385272
315	86.08100945
316	86.05505065
317	86.02267055
318	85.99251318
319	85.95829541
320	85.92724872
321	85.89289861
322	85.8716775
323	85.85819289
324	85.82686096
325	85.78195894
326	85.75100657
327	85.71849923
328	85.68231115
329	85.65496333
330	85.63282316
331	85.59604572
332	85.56306813
333	85.52813849
334	85.49946141
335	85.46607474
336	85.42043188
337	85.39135175
338	85.37370949
339	85.34339765
340	85.29360994
341	85.26715539
342	85.23717061
343	85.21818906
344	85.17804929
345	85.13531898
346	85.1103008
347	85.07087817
348	85.0525885
349	85.02215215
350	85.00190925
351	84.94646038
352	84.90482977
353	84.86370621
354	84.8314418
355	84.79320815
356	84.76469628
357	84.74830348
358	84.72283195
359	84.68985296
360	84.6471583
361	84.61906418
362	84.59138649
363	84.5625472
364	84.54062724
365	84.50888579
366	84.46769435
367	84.43459222
368	84.41334567
369	84.39060464
370	84.35312182
371	84.31159746
372	84.27044351
373	84.23983925
374	84.20883296
375	84.17926304
376	84.15824175
377	84.12471716
378	84.0952222
379	84.05639703
380	84.0158453
381	83.98211888
382	83.96021061
383	83.93690489
384	83.91843238
385	83.88865139
386	83.85024197
387	83.83283465
388	83.81094591
389	83.78830989
390	83.76552916
391	83.74868668
392	83.70858668
393	83.68418248
394	83.66276758
395	83.65124787
396	83.62096316
397	83.59371347
398	83.56671359
399	83.53628842
400	83.50389716
401	83.47707828
402	83.44213313
403	83.4256791
404	83.39322496
405	83.36688598
406	83.34555816
407	83.31750045
408	83.29701093
409	83.27044147
410	83.25264366
411	83.22470133
412	83.20277312
413	83.16964201
414	83.13977891
415	83.10122021
416	83.07476319
417	83.05165266
418	83.03387846
419	83.01667193
420	82.99719898
421	82.98492647
422	82.94640388
423	82.91984415
424	82.8936303
425	82.85980647
426	82.8364097
427	82.81562906
428	82.78264126
429	82.74967423
430	82.72385399
431	82.70164368
432	82.6793611
433	82.65626722
434	82.63621984
435	82.60918271
436	82.58341817
437	82.56210085
438	82.54425174
439	82.52311218
440	82.49411393
441	82.47703473
442	82.45888125
443	82.4388381
444	82.41608138
445	82.39099295
446	82.35006375
447	82.3288754
448	82.31248464
449	82.27830734
450	82.2543332
451	82.23345624
452	82.21358398
453	82.19782707
454	82.16994148
455	82.14785524
456	82.11976
457	82.10462581
458	82.07597974
459	82.05162393
460	82.02194852
461	81.99697889
462	81.98627537
463	81.96718755
464	81.93208365
465	81.91473604
466	81.88778903
467	81.86386002
468	81.83514861
469	81.81439837
470	81.79634812
471	81.77077422
472	81.75151483
473	81.73240227
474	81.71303937
475	81.69789919
476	81.68350201
477	81.66201523
478	81.63916547
479	81.61996387
480	81.59163118
481	81.57081233
482	81.54503421
483	81.5295053
484	81.50908864
485	81.48425108
486	81.4671037
487	81.44520792
488	81.42492459
489	81.4055734
490	81.37907192
491	81.35069747
492	81.33499775
493	81.30973835
494	81.28511778
495	81.26831443
496	81.24274469
497	81.23141894
498	81.20994339
499	81.19846913
500	81.16877301
501	81.14288306
502	81.11580001
503	81.08486202
504	81.07269578
505	81.05633109
506	81.03389022
507	81.01150012
508	81.00203382
509	80.98916554
510	80.96562424
511	80.94361112
512	80.92245659
513	80.90378014
514	80.88817412
515	80.86511916
516	80.84900495
517	80.83052942
518	80.81365369
519	80.80360267
520	80.78505814
521	80.76668327
522	80.73897096
523	80.72378142
524	80.70744011
525	80.67832267
526	80.65986973
527	80.64222611
528	80.62790564
529	80.60276966
530	80.58305871
531	80.56821189
532	80.55312719
533	80.53157529
534	80.50654909
535	80.48834452
536	80.4769775
537	80.46452841
538	80.45306026
539	80.43208546
540	80.41756495
541	80.40775107
542	80.38994231
543	80.37425462
544	80.35218918
545	80.32779015
546	80.30851672
547	80.29063171
548	80.27866226
549	80.26154463
550	80.24805083
551	80.22990492
552	80.21744623
553	80.19978617
554	80.18129198
555	80.16155593
556	80.14511345
557	80.12434776
558	80.1082238
559	80.09581737
560	80.08165206
561	80.0656212
562	80.05282038
563	80.04212656
564	80.02610638
565	80.01317996
566	79.99496983
567	79.97335169
568	79.95651587
569	79.94304199
570	79.92676614
571	79.91124207
572	79.8934321
573	79.87526523
574	79.86233534
575	79.83918439
576	79.82432618
577	79.81461616
578	79.79373857
579	79.78209437
580	79.76614196
581	79.75432737
582	79.72366576
583	79.71009086
584	79.69871827
585	79.68726079
586	79.67230773
587	79.64761958
588	79.63002666
589	79.61444924
590	79.59405138
591	79.57813304
592	79.56084969
593	79.54310193
594	79.53729893
595	79.50998681
596	79.49278419
597	79.47110692
598	79.45255304
599	79.44081042
600	79.42261463
601	79.40458481
602	79.38630007
603	79.37120258
604	79.35772629
605	79.33513412
606	79.3255915
607	79.31093199
608	79.29120252
609	79.27494816
610	79.25752903
611	79.24426318
612	79.22646719
613	79.21448831
614	79.19708044
615	79.17885011
616	79.16158647
617	79.1442623
618	79.12920057
619	79.11413223
620	79.09985022
621	79.08324613
622	79.07015372
623	79.04925035
624	79.03404047
625	79.01603204
626	79.00707933
627	78.99555393
628	78.98446923
629	78.97957914
630	78.96110757
631	78.94298051
632	78.93077448
633	78.9139224
634	78.89946004
635	78.8780269
636	78.85825736
637	78.84301042
638	78.83191638
639	78.81725259
640	78.79878485
641	78.77849054
642	78.76366631
643	78.74119917
644	78.72694218
645	78.71429742
646	78.70180113
647	78.68694212
648	78.6743727
649	78.65611213
650	78.63981772
651	78.63146018
652	78.61911935
653	78.60493468
654	78.59148414
655	78.57027269
656	78.54734166
657	78.52596545
658	78.51055684
659	78.49296274
660	78.48276962
661	78.4737673
662	78.4457715
663	78.43087135
664	78.4077097
665	78.39592667
666	78.37355914
667	78.36584711
668	78.35444461
669	78.34217793
670	78.32834916
671	78.31750121
672	78.30023037
673	78.27699396
674	78.26194602
675	78.24870999
676	78.23409871
677	78.22069157
678	78.20972795
679	78.19635173
680	78.17764077
681	78.16818022
682	78.15994747
683	78.14571832
684	78.13149518
685	78.12321734
686	78.10756114
687	78.09145749
688	78.07776324
689	78.06430298
690	78.04721751
691	78.036583
692	78.02590392
693	78.0134932
694	78.00135426
695	77.98997674
696	77.97463845
697	77.95924383
698	77.94769413
699	77.93578037
700	77.9215866
701	77.9116084
702	77.90203857
703	77.89126246
704	77.87884963
705	77.86585591
706	77.84932251
707	77.83327012
708	77.82120441
709	77.80463549
710	77.78431951
711	77.77307721
712	77.76164089
713	77.75408916
714	77.73682419
715	77.72143977
716	77.71057811
717	77.70026639
718	77.69016115
719	77.6601475
720	77.64832178
721	77.64029788
722	77.62583828
723	77.61719769
724	77.60465265
725	77.59228293
726	77.58277981
727	77.57033324
728	77.55578007
729	77.5396989
730	77.52912417
731	77.51900443
732	77.50658324
733	77.49835956
734	77.48699907
735	77.47218948
736	77.45833389
737	77.44865988
738	77.44104679
739	77.4261164
740	77.40833835
741	77.40092638
742	77.3913097
743	77.37897752
744	77.36357813
745	77.35143452
746	77.34099471
747	77.33126438
748	77.31800348
749	77.30267812
750	77.28135774
751	77.27169325
752	77.25750604
753	77.24651333
754	77.22874157
755	77.22227031
756	77.2102397
757	77.19882742
758	77.18780827
759	77.17931428
760	77.16764456
761	77.15936939
762	77.15253807
763	77.140965
764	77.12973348
765	77.11930918
766	77.0975564
767	77.07856422
768	77.06342525
769	77.05459894
770	77.03579324
771	77.02706997
772	77.01199084
773	76.98954494
774	76.97055558
775	76.94847136
776	76.93883275
777	76.92976733
778	76.91704528
779	76.90471313
780	76.89402081
781	76.88493472
782	76.88014249
783	76.8632342
784	76.85035297
785	76.83992081
786	76.82899495
787	76.82079942
788	76.80492524
789	76.79628537
790	76.78033947
791	76.76892565
792	76.74672438
793	76.73580573
794	76.72608554
795	76.71359152
796	76.69626704
797	76.68108688
798	76.67499157
799	76.66686609
800	76.66004888
801	76.64855182
802	76.63644868
803	76.62601022
804	76.61622829
805	76.60077873
806	76.5899548
807	76.58027758
808	76.56444089
809	76.55361837
810	76.53749712
811	76.52192195
812	76.51198049
813	76.50510718
814	76.49552003
815	76.48477529
816	76.47095651
817	76.46290522
818	76.45006507
819	76.43206548
820	76.42449692
821	76.4147685
822	76.40246441
823	76.38839647
824	76.37087984
825	76.36289647
826	76.35442978
827	76.34034682
828	76.33077833
829	76.32703231
830	76.32082455
831	76.30872
832	76.29932177
833	76.29141505
834	76.28149871
835	76.26643425
836	76.25445412
837	76.24029679
838	76.23206773
839	76.21960185
840	76.20728363
841	76.19685147
842	76.19250984
843	76.18317894
844	76.17731271
845	76.16157836
846	76.1481614
847	76.13725703
848	76.12591201
849	76.11555773
850	76.10514712
851	76.08824539
852	76.08031839
853	76.07238564
854	76.06746392
855	76.05252719
856	76.04136616
857	76.03230002
858	76.02601644
859	76.01235391
860	76.00246527
861	75.9935149
862	75.97854018
863	75.97045114
864	75.96124544
865	75.94629827
866	75.93601378
867	75.92212402
868	75.91234426
869	75.90526898
870	75.89655712
871	75.88276753
872	75.86562284
873	75.85533267
874	75.84052593
875	75.82773284
876	75.81732786
877	75.81202458
878	75.80245376
879	75.79362668
880	75.78642864
881	75.77798407
882	75.76574281
883	75.75818387
884	75.74721953
885	75.73902743
886	75.73087415
887	75.72214705
888	75.7123547
889	75.70426948
890	75.69510181
891	75.68497821
892	75.66982606
893	75.66007564
894	75.64827101
895	75.6365995
896	75.62899273
897	75.61915049
898	75.60994269
899	75.59844215
900	75.5889819
901	75.58269024
902	75.57419938
903	75.56412019
904	75.55834872
905	75.54929145
906	75.54280518
907	75.53365073
908	75.52178071
909	75.51068813
910	75.50075018
911	75.49456288
912	75.48630584
913	75.47329277
914	75.45995458
915	75.44676093
916	75.43798025
917	75.42827689
918	75.41935849
919	75.40244479
920	75.3869439
921	75.37716463
922	75.36756272
923	75.3489407
924	75.33720839
925	75.32714845
926	75.31370122
927	75.29506612
928	75.28628499
929	75.27322801
930	75.26332214
931	75.25434713
932	75.23565847
933	75.22756165
934	75.21897026
935	75.20920183
936	75.19763239
937	75.18459309
938	75.17574256
939	75.16481471
940	75.15648348
941	75.1452573
942	75.13598658
943	75.12964834
944	75.11665727
945	75.10541858
946	75.10163107
947	75.09009947
948	75.07760126
949	75.06262888
950	75.05152757
951	75.04431196
952	75.03209754
953	75.02189854
954	75.01413004
955	75.00781544
956	74.99550939
957	74.98582456
958	74.97804598
959	74.96315628
960	74.95265633
961	74.94435004
962	74.93382374
963	74.92455004
964	74.91626605
965	74.91010211
966	74.8970742
967	74.88552255
968	74.87946263
969	74.87312597
970	74.86874199
971	74.85890547
972	74.84674625
973	74.83736234
974	74.82601386
975	74.8191367
976	74.80967314
977	74.79446662
978	74.78641701
979	74.77479468
980	74.76714413
981	74.75942947
982	74.74712917
983	74.73977255
984	74.73073566
985	74.72609309
986	74.71487199
987	74.70821522
988	74.70094421
989	74.69642838
990	74.68637535
991	74.67710995
992	74.66897656
993	74.66180048
994	74.65107824
995	74.64513821
996	74.63349403
997	74.62504613
998	74.61745533
999	74.61176279
